Institute,Semester,Course,Skill
MSRIT,6,DevOps,test automation
MSRIT,6,DevOps,devops culture
MSRIT,6,DevOps,continuous integration
MSRIT,6,DevOps,containerization
MSRIT,6,DevOps,azure devop configuration
MSRIT,6,iOS Development,swift
MSRIT,6,iOS Development,data collection
MSRIT,6,iOS Development,scroll view
MSRIT,6,iOS Development,table view controller
MSRIT,6,iOS Development,system view controller
MSRIT,6,iOS Development,complex view
MSRIT,6,iOS Development,datum encode
MSRIT,6,iOS Development,datum decode
MSRIT,6,iOS Development,web service
MSRIT,6,iOS Development,collection view
MSRIT,6,iOS Development,project design
MSRIT,6,iOS Development,project prototype
MSRIT,6,iOS Development,project architecture
MSRIT,6,Internet of Things,iot protocol
MSRIT,6,Internet of Things,iot communication apis
MSRIT,6,Internet of Things,iot enable technology
MSRIT,6,Internet of Things,communication protocol
MSRIT,6,Internet of Things,embed system
MSRIT,6,Internet of Things,iot level
MSRIT,6,Internet of Things,iot system management
MSRIT,6,Internet of Things,snmp
MSRIT,6,Internet of Things,sdn
MSRIT,6,Internet of Things,nfv
MSRIT,6,Internet of Things,m2 m
MSRIT,6,Internet of Things,iot design methodology
MSRIT,6,Internet of Things,iot platform
MSRIT,6,Internet of Things,python
MSRIT,6,Internet of Things,raspberry pi
MSRIT,6,Internet of Things,linux
MSRIT,6,Internet of Things,iot device
MSRIT,6,Internet of Things,python web application framework
MSRIT,6,Internet of Things,django
MSRIT,6,Blockchain,distributed systems
MSRIT,6,Blockchain,blockchain technology
MSRIT,6,Blockchain,blockchain consensus
MSRIT,6,Blockchain,cap theorem
MSRIT,6,Blockchain,decentralization use blockchain
MSRIT,6,Blockchain,symmetric cryptography
MSRIT,6,Blockchain,public key cryptography
MSRIT,6,Blockchain,asymmetric cryptography
MSRIT,6,Blockchain,cryptographic key
MSRIT,6,Blockchain,transaction
MSRIT,6,Blockchain,blockchain
MSRIT,6,Blockchain,mining
MSRIT,6,Blockchain,smart contract template
MSRIT,6,Blockchain,oracle
MSRIT,6,Blockchain,deploy smart contract on blockchain
MSRIT,6,Blockchain,ethereum virtual machine
MSRIT,6,Blockchain,ethereum network
MSRIT,6,Blockchain,ethereum ecosystem
MSRIT,6,Blockchain,block and blockchain
MSRIT,6,Blockchain,wallet and client software
MSRIT,6,Blockchain,node and miner
MSRIT,6,Blockchain,hyperledger reference architecture
MSRIT,6,Blockchain,hyperledger fabric
MSRIT,6,Blockchain,hyperledger sawtooth
MSRIT,6,Blockchain,discrete - event - system - simulation
MSRIT,6,Blockchain,model - building
MSRIT,6,Blockchain,verification - and - validation
MSRIT,6,Blockchain,calibration - and - validation
MSRIT,6,Blockchain,output - analysis
MSRIT,6,Business Analytics,machine - learn - algorithms
MSRIT,6,Business Analytics,predictive - analytic
MSRIT,6,Business Analytics,descriptive - analysis
MSRIT,6,Business Analytics,prescriptive - analytic
MSRIT,6,Business Analytics,data visualization
MSRIT,6,Business Analytics,data - mining
MSRIT,6,Business Analytics,anomaly - detection
MSRIT,6,Business Analytics,association - rule - learning
MSRIT,6,Business Analytics,cluster - analysis
MSRIT,6,Business Analytics,statistical - classification
MSRIT,6,Business Analytics,regression - analysis
MSRIT,6,Business Analytics,automatic - summarization
MSRIT,6,Business Analytics,data - warehousing
MSRIT,6,Business Analytics,data - mart
MSRIT,6,Business Analytics,master - data - management
MSRIT,6,Business Analytics,dimension - data - warehouse
MSRIT,6,Business Analytics,slowly - change - dimension
MSRIT,6,Business Analytics,data - vault - modeling
MSRIT,6,Business Analytics,extract - transform - load
MSRIT,6,Business Analytics,star - schema
MSRIT,6,Business Analytics,mapping - problem - to - machine - learn - task
MSRIT,6,Business Analytics,evaluating - model
MSRIT,6,Business Analytics,validate - model
MSRIT,6,Data Engineering and MLOps,datum engineering
MSRIT,6,Data Engineering and MLOps,datum architecture
MSRIT,6,Data Engineering and MLOps,mlops
MSRIT,6,Data Engineering and MLOps,machine learning
MSRIT,6,Data Engineering and MLOps,model deployment
MSRIT,6,Data Engineering and MLOps,ci / cd pipeline
MSRIT,6,Data Engineering and MLOps,containerization
MSRIT,6,Data Engineering and MLOps,scale deployment
MSRIT,6,Data Engineering and MLOps,model governance
MSRIT,6,Data Engineering and MLOps,responsible ai
MSRIT,6,Data Engineering and MLOps,datum maturity
MSRIT,6,Data Engineering and MLOps,datum lifecycle
MSRIT,6,Data Engineering and MLOps,data engineering lifecycle
MSRIT,6,Data Engineering and MLOps,distributed systems
MSRIT,6,Data Engineering and MLOps,event - drive architecture
MSRIT,6,Data Engineering and MLOps,microservices
MSRIT,6,Data Engineering and MLOps,hybrid cloud
MSRIT,6,Data Engineering and MLOps,multi-cloud
MSRIT,6,Data Engineering and MLOps,blockchain
MSRIT,6,Data Engineering and MLOps,model risk evaluation
MSRIT,6,Data Engineering and MLOps,model validation
MSRIT,6,Data Engineering and MLOps,quality assurance
MSRIT,6,Data Engineering and MLOps,model deployment type
MSRIT,6,Data Engineering and MLOps,model deployment requirement
MSRIT,6,Data Engineering and MLOps,runtime environment
MSRIT,6,Data Engineering and MLOps,adaptation from development to production
MSRIT,6,Data Engineering and MLOps,model retraining
MSRIT,6,Data Engineering and MLOPs,model degradation
MSRIT,6,Data Engineering and MLOPs,ground truth evaluation
MSRIT,6,Data Engineering and MLOPs,input drift detection
MSRIT,6,Data Engineering and MLOPs,drift detection in practice
MSRIT,6,Data Engineering and MLOPs,log
MSRIT,6,Data Engineering and MLOPs,model evaluation
MSRIT,6,Data Engineering and MLOPs,online evaluation
MSRIT,6,Data Engineering and MLOPs,model governance
MSRIT,6,Data Engineering and MLOPs,governance the organization need
MSRIT,6,Data Engineering and MLOPs,match governance with risk level
MSRIT,6,Data Engineering and MLOPs,current regulation drive mlop governance
MSRIT,6,Data Engineering and MLOPs,pharmaceutical regulation in the us
MSRIT,6,Data Engineering and MLOPs,financial model risk management regulation
MSRIT,6,Data Engineering and MLOPs,gdpr and ccpa datum privacy regulation
MSRIT,6,Data Engineering and MLOPs,the new wave of ai - specific regulation
MSRIT,6,Data Engineering and MLOPs,the emergence of responsible ai
MSRIT,6,Data Engineering and MLOPs,key element of model governance
MSRIT,6,DATA ANALYTICS WITH PYTHON,numpy
MSRIT,6,DATA ANALYTICS WITH PYTHON,panda
MSRIT,6,DATA ANALYTICS WITH PYTHON,data structures
MSRIT,6,DATA ANALYTICS WITH PYTHON,datum manipulation
MSRIT,6,DATA ANALYTICS WITH PYTHON,data visualization
MSRIT,6,DATA ANALYTICS WITH PYTHON,datum transformation
MSRIT,6,DATA ANALYTICS WITH PYTHON,feature scale
MSRIT,6,DATA ANALYTICS WITH PYTHON,feature extraction
MSRIT,6,DATA ANALYTICS WITH PYTHON,datum clean
MSRIT,6,DATA ANALYTICS WITH PYTHON,datum normalization
MSRIT,6,DATA ANALYTICS WITH PYTHON,datum loading
MSRIT,6,DATA ANALYTICS WITH PYTHON,datum storage
MSRIT,6,DATA ANALYTICS WITH PYTHON,data file format
MSRIT,6,DATA ANALYTICS WITH PYTHON,datum aggregation
MSRIT,6,DATA ANALYTICS WITH PYTHON,datum sample
MSRIT,6,DATA ANALYTICS WITH PYTHON,data permutation
MSRIT,6,DATA ANALYTICS WITH PYTHON,datum correlation
MSRIT,6,DATA ANALYTICS WITH PYTHON,time series
MSRIT,6,DATA ANALYTICS WITH PYTHON,date and time datum
MSRIT,6,DATA ANALYTICS WITH PYTHON,machine learning
MSRIT,6,DATA ANALYTICS WITH PYTHON,supervised learning
MSRIT,6,DATA ANALYTICS WITH PYTHON,unsupervised learning
MSRIT,6,DATA ANALYTICS WITH PYTHON,classification
MSRIT,6,DATA ANALYTICS WITH PYTHON,regression
MSRIT,6,DATA ANALYTICS WITH PYTHON,linear regression
MSRIT,6,DATA ANALYTICS WITH PYTHON,logistic regression
MSRIT,6,DATA ANALYTICS WITH PYTHON,decision tree
MSRIT,6,DATA ANALYTICS WITH PYTHON,random forest
MSRIT,6,DATA ANALYTICS WITH PYTHON,support vector machine
MSRIT,6,DATA ANALYTICS WITH PYTHON,k - mean cluster
MSRIT,6,DATA ANALYTICS WITH PYTHON,hierarchical clustering
MSRIT,6,DATA ANALYTICS WITH PYTHON,principal component analysis
MSRIT,6,DATA ANALYTICS WITH PYTHON,model evaluation
MSRIT,6,DATA ANALYTICS WITH PYTHON,model validation
MSRIT,6,DATA ANALYTICS WITH PYTHON,train - test split
MSRIT,6,DATA ANALYTICS WITH PYTHON,cross - validation
MSRIT,6,DATA ANALYTICS WITH PYTHON,performance metric
MSRIT,6,DATA ANALYTICS WITH PYTHON,accuracy
MSRIT,6,DATA ANALYTICS WITH PYTHON,precision
MSRIT,6,DATA ANALYTICS WITH PYTHON,recall
MSRIT,6,DATA ANALYTICS WITH PYTHON,f1 - score
MSRIT,6,DATA ANALYTICS WITH PYTHON,roc curve
MSRIT,6,DATA ANALYTICS WITH PYTHON,auc
MSRIT,7,Data Science,data structures
MSRIT,7,Data Science,data visualization
MSRIT,7,Data Science,machine learning
MSRIT,5,Artificial Intelligence,deep learning
MSRIT,5,Artificial Intelligence,generative ai
MSRIT,7,Cloud & Distributed Computing,cloud architecture
MSRIT,7,Cloud & Distributed Computing,cloud cost optimization
MSRIT,7,Cloud & Distributed Computing,cloud security
MSRIT,7,Cloud & Distributed Computing,distributed systems
MSRIT,7,Cloud & Distributed Computing,kubernetes
MSRIT,7,Cloud & Distributed Computing,load balancing
MSRIT,7,Cloud & Distributed Computing,microservices
MSRIT,7,Cloud & Distributed Computing,message queues
MSRIT,7,Cloud & Distributed Computing,docker
MSRIT,7,Cloud & Distributed Computing,linux
MSRIT,7,Cloud & Distributed Computing,jwt authentication
MSRIT,7,Cloud & Distributed Computing,security
MSRIT,7,Cloud & Distributed Computing,project management
MSRIT,7,Cloud & Distributed Computing,lifelong learning
MSRIT,7,Cloud & Distributed Computing,software development practice
MSRIT,7,Cloud & Distributed Computing,compute model
MSRIT,7,Cloud & Distributed Computing,datum engineering
MSRIT,7,Distributed Computing,distributed systems
MSRIT,7,Information Security,cloud security
MSRIT,7,Gen AI Lab,generative ai
MSRIT,7,Big Data Lab,data visualization
MSRIT,7,Predictive analytics,machine learning
MSRIT,7,Statistical Machine Learning,machine learning
MSRIT,7,Software Testing,ci / cd pipeline
MSRIT,7,Introduction to Artificial Intelligence,llm fine - tune
MSRIT,7,Fundamental of Cloud Computing,cloud architecture
MSRIT,8,Distributed Computing,parallel programming
MSRIT,8,Distributed Computing,gpu programming
MSRIT,8,Distributed Computing,mpi programming
MSRIT,8,Distributed Computing,open mp programming
MSRIT,8,Distributed Computing,cuda programming
MSRIT,8,Distributed Computing,distribute memory programming
MSRIT,8,Distributed Computing,share memory programming
MSRIT,8,Distributed Computing,heterogeneous computing
MSRIT,8,Distributed Computing,gpu architecture
MSRIT,8,Distributed Computing,vector addition
MSRIT,8,Distributed Computing,cuda trapezoidal rule
MSRIT,5,Information Security,cryptography
MSRIT,5,Information Security,symmetric cipher
MSRIT,5,Information Security,public key algorithm
MSRIT,5,Information Security,hash and mac algorithm
MSRIT,5,Information Security,entity authentication
MSRIT,5,Information Security,key management
MSRIT,5,Information Security,automate attack and penetration tool
MSRIT,5,Information Security,malware detection
MSRIT,7,Deep Learning,deep learning
MSRIT,7,Deep Learning,activation function
MSRIT,7,Deep Learning,loss function
MSRIT,7,Deep Learning,hyperparameter
MSRIT,7,Deep Learning,convolutional neural network
MSRIT,7,Deep Learning,recurrent neural network
MSRIT,7,Deep Learning,recursive neural network
MSRIT,7,Deep Learning,unsupervised pretraine network
MSRIT,7,Deep Learning,tune deep network
MSRIT,7,Deep Learning,weight initialization strategy
MSRIT,7,Deep Learning,learn rate
MSRIT,7,Deep Learning,sparsity
MSRIT,7,Deep Learning,parallelization
MSRIT,7,Deep Learning,gpu
MSRIT,7,Deep Learning,regularization
MSRIT,7,Deep Learning,class imbalance
MSRIT,7,Deep Learning,overfitte
MSRIT,7,Deep Learning,cnn
MSRIT,7,Deep Learning,rnn
MSRIT,7,Deep Learning,vggnet
MSRIT,7,Deep Learning,googlenet
MSRIT,7,Deep Learning,alexnet
MSRIT,7,Deep Learning,capsule network
MSRIT,7,Deep Learning,autoencoder
MSRIT,7,Deep Learning,undercomplete autoencoder
MSRIT,7,Deep Learning,regularize autoencoder
MSRIT,7,Deep Learning,stochastic encoder and decoder
MSRIT,7,Deep Learning,denoise autoencoder
MSRIT,7,Deep Learning,contractive autoencoder
MSRIT,7,Deep Learning,boltzmann machine
MSRIT,7,Deep Learning,restrict boltzmann machine
MSRIT,7,Deep Learning,deep belief network
MSRIT,7,Deep Learning,deep boltzmann machine
MSRIT,7,Deep Learning,generative model
MSRIT,7,Predictive Analytics,data visualization
MSRIT,7,Predictive Analytics,predictive modeling
MSRIT,7,Predictive Analytics,datum preparation
MSRIT,7,Predictive Analytics,descriptive modeling
MSRIT,7,Predictive Analytics,principal component analysis
MSRIT,7,Predictive Analytics,association rule
MSRIT,7,Predictive Analytics,text mining
MSRIT,7,Predictive Analytics,regression model
MSRIT,5,Software Engineering,test plan documentation
MSRIT,5,Software Engineering,defect documentation
MSRIT,5,Software Engineering,communication with stakeholder
MSRIT,5,Software Engineering,code coverage
MSRIT,5,Software Engineering,defect tracking metric
MSRIT,5,Software Engineering,test effectiveness report
MSRIT,5,Software Engineering,software development lifecycle
MSRIT,5,Software Engineering,testing technique
MSRIT,5,Software Engineering,test result analysis
MSRIT,5,Software Engineering,testing strategy evaluation
MSRIT,5,Software Engineering,test plan creation
MSRIT,7,Generative AI,image generation
MSRIT,7,Generative AI,video generation
MSRIT,7,Generative AI,copilot
MSRIT,7,Generative AI,claude
MSRIT,7,Generative AI,brad
MSRIT,7,Generative AI,large language model
MSRIT,7,Generative AI,prompt engineering
MSRIT,7,Generative AI,dnn tensor flow
MSRIT,7,Generative AI,word embedding
MSRIT,7,Generative AI,hug face model
MSRIT,7,Generative AI,langchain basic
MSRIT,7,Generative AI,langchain model io
MSRIT,7,Generative AI,langchain rag
MSRIT,7,Generative AI,langchain memory
MSRIT,7,Generative AI,langchain agent
MSRIT,7,Generative AI,recurrent neural network
MSRIT,7,Generative AI,long short - term memory
MSRIT,7,Generative AI,transformer
MSRIT,7,Generative AI,project base learn
MSRIT,7,Generative AI,deep learning
MSRIT,7,Generative AI,machine learning
MSRIT,7,Generative AI,data visualization
MSRIT,7,Generative AI,natural language processing
MSRIT,7,Generative AI,nlp
MSRIT,7,Generative AI,api gateway
MSRIT,7,Generative AI,chatbot development
MSRIT,7,Big Data Analytics,hadoop
MSRIT,7,Big Data Analytics,mapreduce
MSRIT,7,Big Data Analytics,apache spark
MSRIT,7,Big Data Analytics,pig
MSRIT,5,Artificial Intelligence,weak ai
MSRIT,5,Artificial Intelligence,strong ai
MSRIT,5,Artificial Intelligence,supervised learning
MSRIT,5,Artificial Intelligence,decision tree
MSRIT,5,Artificial Intelligence,artificial neural network
MSRIT,5,Artificial Intelligence,support vector machine
MSRIT,5,Artificial Intelligence,ensemble learning
MSRIT,5,Artificial Intelligence,breadth - first search
MSRIT,5,Artificial Intelligence,depth - first search
MSRIT,5,Artificial Intelligence,greedy algorithm
MSRIT,5,Artificial Intelligence,a * algorithm
MSRIT,5,Artificial Intelligence,propositional logic
MSRIT,5,Artificial Intelligence,unification and lifting
MSRIT,5,Artificial Intelligence,linear model
MSRIT,5,Artificial Intelligence,regression
MSRIT,5,Artificial Intelligence,classification
MSRIT,5,Artificial Intelligence,ethical consideration in ai
MSRIT,5,Artificial Intelligence,bias
MSRIT,5,Artificial Intelligence,privacy
MSRIT,5,Artificial Intelligence,accountability
MSRIT,6,Mobile Application Development 2,golang
MSRIT,6,Mobile Application Development 2,grpc
MSRIT,6,Mobile Application Development 2,helm charts
MSRIT,6,Mobile Application Development 2,html
MSRIT,6,Mobile Application Development 2,javascript
MSRIT,6,Mobile Application Development 2,jwt authentication
MSRIT,6,Mobile Application Development 2,kubernetes
MSRIT,6,Mobile Application Development 2,linux
MSRIT,6,Mobile Application Development 2,microservices
MSRIT,6,Internet of Things,aw
MSRIT,6,Internet of Things,azure
MSRIT,6,Internet of Things,cloud architecture
MSRIT,6,Internet of Things,cloud security
MSRIT,6,Internet of Things,iot
MSRIT,6,Block chain essentials and DApps,blockchain
MSRIT,6,Block chain essentials and DApps,ethereum
MSRIT,6,Block chain essentials and DApps,smart contract
MSRIT,5,System Simulation and Modeling,matlab
MSRIT,5,System Simulation and Modeling,simulink
MSRIT,6,Business Analytics,excel
MSRIT,6,Business Analytics,kpi tracking
MSRIT,7,Data Engineering and MLOps,aw
MSRIT,7,Data Engineering and MLOps,azure
MSRIT,7,Data Engineering and MLOps,cloud architecture
MSRIT,7,Data Engineering and MLOps,cloud cost optimization
MSRIT,7,Data Engineering and MLOps,python
MSRIT,6,Natural Language Processing,deep learning
MSRIT,6,Natural Language Processing,generative ai
MSRIT,6,Natural Language Processing,llm
MSRIT,6,Natural Language Processing,nlp
MSRIT,5,Cloud Computing,aw
MSRIT,5,Cloud Computing,azure
MSRIT,5,Cloud Computing,cloud architecture
MSRIT,5,Cloud Computing,cloud cost optimization
MSRIT,5,Cloud Computing,cloud security
MSRIT,5,Cloud Computing,kubernetes
MSRIT,5,Computer Networks,crc ( 16 - bit ) technique
MSRIT,5,Computer Networks,priority queuing
MSRIT,5,Computer Networks,leaky bucket algorithm
MSRIT,5,Computer Networks,tcp / ip socket
MSRIT,5,Computer Networks,ns-2 simulation
MSRIT,5,Computer Networks,c / c++ programming
MSRIT,5,Research Methodology and Intellectual Property Rights,citation
MSRIT,5,Research Methodology and Intellectual Property Rights,bibliographic database
MSRIT,5,Research Methodology and Intellectual Property Rights,research design
MSRIT,5,Research Methodology and Intellectual Property Rights,experimental design
MSRIT,5,Research Methodology and Intellectual Property Rights,datum analysis
MSRIT,5,Research Methodology and Intellectual Property Rights,hypothesis testing
MSRIT,5,Research Methodology and Intellectual Property Rights,sample design
MSRIT,5,Research Methodology and Intellectual Property Rights,intellectual property right
MSRIT,5,Research Methodology and Intellectual Property Rights,patent law
MSRIT,5,Research Methodology and Intellectual Property Rights,patent application
MSRIT,5,NOSQL DATABASE,nosql database
MSRIT,5,NOSQL DATABASE,distribute database
MSRIT,5,NOSQL DATABASE,acid and base
MSRIT,5,NOSQL DATABASE,key value database
MSRIT,5,NOSQL DATABASE,key value database terminology
MSRIT,5,NOSQL DATABASE,key value architecture
MSRIT,5,NOSQL DATABASE,key design and partition
MSRIT,5,NOSQL DATABASE,document database
MSRIT,5,NOSQL DATABASE,document database terminology
MSRIT,5,NOSQL DATABASE,datum modelling and query processing
MSRIT,5,NOSQL DATABASE,column family database
MSRIT,5,NOSQL DATABASE,column family database terminology
MSRIT,5,NOSQL DATABASE,design for column family database
MSRIT,5,NOSQL DATABASE,graph database
MSRIT,5,NOSQL DATABASE,graph database terminology
MSRIT,5,NOSQL DATABASE,graph database query
MSRIT,6,Management & Entrepreneurship,leadership
MSRIT,6,Management & Entrepreneurship,management by objective
MSRIT,6,Management & Entrepreneurship,organize
MSRIT,6,Management & Entrepreneurship,plan
MSRIT,6,Management & Entrepreneurship,staff
MSRIT,6,Management & Entrepreneurship,control
MSRIT,6,Management & Entrepreneurship,entrepreneurship
MSRIT,6,Management & Entrepreneurship,creative thinking
MSRIT,6,Management & Entrepreneurship,business planning
MSRIT,6,Management & Entrepreneurship,form of business ownership
MSRIT,6,Management & Entrepreneurship,franchising
MSRIT,6,NLP using Quantum Computing,natural language processing
MSRIT,6,NLP using Quantum Computing,quantum computing
MSRIT,6,NLP using Quantum Computing,computational linguistic
MSRIT,6,NLP using Quantum Computing,speech recognition
MSRIT,6,NLP using Quantum Computing,information retrieval
MSRIT,6,NLP using Quantum Computing,n - gram model
MSRIT,6,NLP using Quantum Computing,pos tagging
MSRIT,6,NLP using Quantum Computing,spell check
MSRIT,6,NLP using Quantum Computing,pronunciation - relate task
MSRIT,6,NLP using Quantum Computing,unification
MSRIT,6,NLP using Quantum Computing,early parse algorithm
MSRIT,6,NLP using Quantum Computing,probabilistic context free grammar
MSRIT,6,NLP using Quantum Computing,first order predicate calculus
MSRIT,6,NLP using Quantum Computing,syntax - drive method
MSRIT,6,NLP using Quantum Computing,semantic analysis
MSRIT,6,NLP using Quantum Computing,lexical semantic
MSRIT,6,NLP using Quantum Computing,wordnet
MSRIT,6,NLP using Quantum Computing,reference resolution
MSRIT,6,NLP using Quantum Computing,coherent text understanding
MSRIT,6,CLOUD COMPUTING,cloud architecture
MSRIT,6,CLOUD COMPUTING,cloud cost optimization
MSRIT,6,CLOUD COMPUTING,cloud security
MSRIT,6,CLOUD COMPUTING,distributed systems
MSRIT,6,CLOUD COMPUTING,infrastructure as code
MSRIT,6,CLOUD COMPUTING,kubernetes
MSRIT,6,CLOUD COMPUTING,load balancing
MSRIT,6,CLOUD COMPUTING,microservices
MSRIT,6,CLOUD COMPUTING,virtualization
MSRIT,6,Cloud Computing,distributed systems
MSRIT,6,Cloud Computing,virtualization
MSRIT,4,Data Structures & Algorithms,dynamic programming
MSRIT,4,Data Structures & Algorithms,greedy algorithm
MSRIT,4,Data Structures & Algorithms,divide and conquer algorithm
MSRIT,4,Data Structures & Algorithms,segment tree
MSRIT,4,Data Structures & Algorithms,fenwick tree
MSRIT,4,Data Structures & Algorithms,try
MSRIT,5,Computer Networks,osi vs tcp / ip
MSRIT,5,Computer Networks,tcp vs udp
MSRIT,5,Computer Networks,rout protocol and algorithm
MSRIT,5,Computer Networks,subnette
MSRIT,5,Computer Networks,http/1.1 to http/2 to http/3
MSRIT,5,Computer Networks,network security basic
MSRIT,4,Database Management Systems,advanced sql
MSRIT,4,Database Management Systems,transaction and acid
MSRIT,4,Database Management Systems,indexing and query optimization
MSRIT,4,Database Management Systems,normalization vs denormalization
MSRIT,4,Database Management Systems,concurrency control
MSRIT,4,Database Management Systems,deadlock
MSRIT,4,Database Management Systems,recovery
MSRIT,4,Database Management Systems,trigger
MSRIT,4,Database Management Systems,store procedure
MSRIT,4,Database Management Systems,nosql basic
MSRIT,6,Object-Oriented Programming,abstraction
MSRIT,6,Object-Oriented Programming,encapsulation
MSRIT,6,Object-Oriented Programming,inheritance
MSRIT,6,Object-Oriented Programming,polymorphism
MSRIT,6,Object-Oriented Programming,method overload vs overridde
MSRIT,6,Object-Oriented Programming,abstract class vs interface
MSRIT,6,Object-Oriented Programming,multiple inheritance
MSRIT,6,Object-Oriented Programming,static vs dynamic binding
MSRIT,6,Object-Oriented Programming,heap vs stack memory in oop
MSRIT,5,Software Engineering,singleton design pattern
MSRIT,5,Software Engineering,factory design pattern
MSRIT,5,Software Engineering,adapter design pattern
MSRIT,5,Software Engineering,decorator design pattern
MSRIT,5,Software Engineering,observer design pattern
MSRIT,5,Software Engineering,strategy design pattern
MSRIT,5,Software Engineering,solid principle
MSRIT,5,Software Engineering,clean code good practice
MSRIT,5,Software Engineering,low - level design
MSRIT,3,Operating Systems,linux
MSRIT,3,Operating Systems,kernel
MSRIT,3,Operating Systems,kernel design
MSRIT,3,Operating Systems,system call
MSRIT,3,Operating Systems,device driver
MSRIT,3,Operating Systems,process management
MSRIT,3,Operating Systems,memory management
MSRIT,3,Operating Systems,page
MSRIT,3,Operating Systems,segmentation
MSRIT,3,Operating Systems,virtual memory
MSRIT,3,Operating Systems,thrash
MSRIT,3,Operating Systems,deadlock
MSRIT,3,Operating Systems,file system
MSRIT,3,Operating Systems,linux command
MSRIT,3,Operating Systems,signal
MSRIT,3,Operating Systems,hard link
MSRIT,3,Operating Systems,package management
MSRIT,3,Operating Systems,log management
MSRIT,7,STATISTICAL MACHINE LEARNING,probability
MSRIT,7,STATISTICAL MACHINE LEARNING,statistics
MSRIT,7,STATISTICAL MACHINE LEARNING,bayes theorem
MSRIT,7,STATISTICAL MACHINE LEARNING,conditional probability
MSRIT,7,STATISTICAL MACHINE LEARNING,descriptive measure
MSRIT,7,STATISTICAL MACHINE LEARNING,probability distribution
MSRIT,7,STATISTICAL MACHINE LEARNING,random variable
MSRIT,7,STATISTICAL MACHINE LEARNING,theoretical support
MSRIT,7,STATISTICAL MACHINE LEARNING,single - factor anova
MSRIT,7,STATISTICAL MACHINE LEARNING,multiple comparison in anova
MSRIT,7,STATISTICAL MACHINE LEARNING,more on single - factor anova
MSRIT,7,STATISTICAL MACHINE LEARNING,two - factor anova
MSRIT,7,STATISTICAL MACHINE LEARNING,three - factor anova
MSRIT,7,STATISTICAL MACHINE LEARNING,distribution free procedure : wilcoxon single rank test
MSRIT,7,STATISTICAL MACHINE LEARNING,distribution - free confidence interval
MSRIT,7,STATISTICAL MACHINE LEARNING,distribution - free anova
MSRIT,7,SOFTWARE TESTING,black - box testing
MSRIT,7,SOFTWARE TESTING,white - box testing
MSRIT,7,SOFTWARE TESTING,gray - box testing
MSRIT,7,SOFTWARE TESTING,manual testing
MSRIT,7,SOFTWARE TESTING,automation testing
MSRIT,7,SOFTWARE TESTING,unit testing
MSRIT,7,SOFTWARE TESTING,integration testing
MSRIT,7,SOFTWARE TESTING,system testing
MSRIT,7,SOFTWARE TESTING,acceptance testing
MSRIT,7,SOFTWARE TESTING,equivalence partition
MSRIT,7,SOFTWARE TESTING,boundary value analysis
MSRIT,7,SOFTWARE TESTING,decision table testing
MSRIT,7,SOFTWARE TESTING,error guess
MSRIT,7,SOFTWARE TESTING,data - drive testing
MSRIT,7,SOFTWARE TESTING,keyword - drive testing
MSRIT,7,SOFTWARE TESTING,behavior - drive testing
MSRIT,7,SOFTWARE TESTING,test case design
MSRIT,7,SOFTWARE TESTING,test execution process
MSRIT,7,SOFTWARE TESTING,defect management
MSRIT,7,SOFTWARE TESTING,bug reporting
MSRIT,7,SOFTWARE TESTING,tracking and resolution
MSRIT,7,SOFTWARE TESTING,non - functional testing
MSRIT,7,SOFTWARE TESTING,performance testing
MSRIT,7,SOFTWARE TESTING,security testing
MSRIT,7,SOFTWARE TESTING,usability testing
MSRIT,7,SOFTWARE TESTING,agile testing principle
MSRIT,7,SOFTWARE TESTING,test - drive development
MSRIT,7,SOFTWARE TESTING,continuous integration and continuous delivery
MSRIT,7,SOFTWARE TESTING,exploratory testing
MSRIT,7,SOFTWARE TESTING,api testing
MSRIT,7,SOFTWARE TESTING,owasp top 10
MSRIT,7,SOFTWARE TESTING,common vulnerability
MSRIT,7,SOFTWARE TESTING,security testing methodology
MSRIT,7,SOFTWARE TESTING,mobile testing
MSRIT,7,SOFTWARE TESTING,good practice for mobile app testing
MSRIT,7,Fundamental of Cloud Computing,cloud computing
MSRIT,7,Fundamental of Cloud Computing,distributed systems
MSRIT,7,Fundamental of Cloud Computing,virtualization
MSRIT,7,Fundamental of Cloud Computing,cloud computing reference model
MSRIT,7,Fundamental of Cloud Computing,parallel computing
MSRIT,7,Fundamental of Cloud Computing,distribute computing
MSRIT,7,Fundamental of Cloud Computing,interprocess communication
MSRIT,7,Fundamental of Cloud Computing,virtualization technique
MSRIT,7,Fundamental of Cloud Computing,execution virtualization
MSRIT,7,Fundamental of Cloud Computing,infrastructure - as - a - service
MSRIT,7,Fundamental of Cloud Computing,platform - as - a - service
MSRIT,7,Fundamental of Cloud Computing,software - as - a - service
MSRIT,7,Fundamental of Cloud Computing,cloud interoperability
MSRIT,7,Fundamental of Cloud Computing,scalability
MSRIT,7,Fundamental of Cloud Computing,fault tolerance
MSRIT,7,Fundamental of Cloud Computing,cloud security
MSRIT,7,Fundamental of Cloud Computing,cloud storage
MSRIT,7,Fundamental of Cloud Computing,distribute file system
MSRIT,7,Fundamental of Cloud Computing,general parallel file system
MSRIT,7,Fundamental of Cloud Computing,google file system
MSRIT,7,Fundamental of Cloud Computing,bigtable
MSRIT,7,Fundamental of Cloud Computing,megastore
